,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
9306,1418837544809160707,ʌ𝚊𝚗𝘻,,24+ || mia 24/7,2019-04-12 13:34:21,43,115,3193,False,2021-07-24 07:36:46,"2nd dose✔️
#vaccinated

meanwhile #COVID19Vaccine #PfizerBiontech : https://t.co/414QJTllnv","['vaccinated', 'COVID19Vaccine', 'PfizerBiontech']",Twitter for Android,0,1,False
6282,1365296273352515586,Pfizer Biontech,,Love life. Saving it is my desire. Wish everybody on earth is healthy. Kick illness out starting with the Corona virus. Taking your vaccine is perfect.,2021-02-15 10:03:11,22,427,14,False,2021-02-26 13:42:52,"With the covid reaching more people and evolving , we urge all to place their orders for the #PfizerBioNTech vaccin… https://t.co/gRHlf7Tnyn",['PfizerBioNTech'],Twitter for Android,0,0,False
4228,1352383845602045955,Ian 3.5% #FBPE,Cornwall UK,"Detest this Gov! No DM's! #RejoinEU, hate Brexit! Love Family, Food, Cornwall, Dogs, Cats, Red Wine & Arsenal! #NHS #BLM #ProEU #3.5% #GTTO",2011-07-18 12:54:18,3998,4526,9698,False,2021-01-21 22:33:29,@MattHancock You’re welcome Matt. How about in return we get our #PfizerBioNTech vaccine 2nd dose in line with Pfiz… https://t.co/hPDTtjkxyb,['PfizerBioNTech'],Twitter for iPhone,3,14,False
967,1340335856217931784,Roberta Ann👠🇺🇲,United States,I spit facts. I'm mad honest.... don't send me dick pics #sportsfan⚽🏈🏀,2018-01-30 20:16:32,111,333,325,False,2020-12-19 16:39:05,The media deliberately down played or ignored the Russian #coronavirus vaccine. Its now all about #Pfizer… https://t.co/hxoGhLzwG7,"['coronavirus', 'Pfizer']",Twitter for Android,0,1,False
1640,1343101317494038528,The Arabian Stories,Oman,Digital News Media platform. Stay ahead. Stay Connected. Follow us on https://t.co/yiiaGFWDbr… E-mail: info@thearabianstories.com,2018-11-17 12:51:32,823,79,77,False,2020-12-27 07:48:02,"Oman on Sunday launched the coronavirus vaccination programme on with His Excellency Dr. Ahmed Al Saidi, Minister o… https://t.co/Fz6Ny1EZLq",,Twitter for iPhone,1,2,False
1771,1343833574915649536,Amal A. Nasser,Lebanon,Free Soul...,2020-12-18 15:19:23,16,154,45,False,2020-12-29 08:17:46,Just think about it... #corona_virus #COVID2019 #CoronaVirusUpdate #coronavirus_and_cancer #covid_19 #Covid19… https://t.co/BgsDO4sG9k,"['corona_virus', 'COVID2019', 'CoronaVirusUpdate', 'coronavirus_and_cancer', 'covid_19', 'Covid19']",Twitter for Android,1,1,False
5521,1360443079501762562,Gerard Abeysena,"Dubai, United Arab Emirates","Husband of Umanga for 33 years & father of Rishi, Indrajith & Sarah. Real Estate Professional 🇱🇰🇦🇪",2010-07-12 03:59:43,351,379,17957,False,2021-02-13 04:18:00,@iamnishard Sadly #SriLanka does not provide an option for us expatriate workers to visit without 14 days hotel qua… https://t.co/c5LEX7Afn8,['SriLanka'],Twitter for Android,10,40,False
10737,1445227834335694851,The Epoch Times Australia 🇦🇺,Australia,Australian edition of the Epoch Times. An independent voice in print & online. Integrity & truthfulness in reporting.,2020-07-30 01:53:08,1986,170,1617,False,2021-10-05 03:22:21,The #EuropeanUnion’s drug regulator on Monday gave the approval to administer booster shots of the #PfizerBioNTech… https://t.co/yeTIMCxgvP,"['EuropeanUnion', 'PfizerBioNTech']",Hypefury,0,1,False
4893,1355497787140530176,Connor SW🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,,"Studying: Politics,Law and History at A level
Member of the conservative party.",2017-08-19 22:16:57,155,702,2433,False,2021-01-30 12:47:11,Do you think the EU #vaccinerow will be a step in its downfall? #VaccineNationalism #vaccines #VaccineStrategy… https://t.co/likoUFJV1r,"['vaccinerow', 'VaccineNationalism', 'vaccines', 'VaccineStrategy']",Twitter for Android,0,0,False
7413,1377548627577462789,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,143598,461,176,False,2021-04-01 09:09:21,"The number of Covid-19 cases today, 1 Apr 2021.

Remember to observe safety and protective measures when you’re out… https://t.co/6EBPdiIEPh",,Twitter for iPhone,1,0,False
9209,1417146299229614089,Aleksejs Jackovs,Ireland,"#Scientificresearcher in #InformationTechnology
@DigitalHumanities #Art @Cinematography ; #Interpreter #WebDesigner #ITOperator #ejournalist #ereporter #DH",2012-08-13 13:47:03,1,35,93,False,2021-07-19 15:36:21,At the moment #PfizerBioNTech - is one of the best from #COVID19 vaccine in EU. #COVID19Vaccination #HSE… https://t.co/C3IqM1UiXb,"['PfizerBioNTech', 'COVID19', 'COVID19Vaccination', 'HSE']",Twitter Web App,0,0,False
1020,1340785568477798403,RAVEEN,,Independent Journalist | Dentist,2011-03-16 11:28:35,3231,689,37654,False,2020-12-20 22:26:04,"🔴 mRNA vaccine efficacy not affected by mutation, “You don't have to worry about it.” - BioNTech CEO #PfizerBioNTech",['PfizerBioNTech'],Twitter for iPhone,0,2,False
7895,1384185802490404869,Agha Meesam Hyder,,"Noble scorn for everything false & mean. Passionate about life, search & web standards. Left-brained right-hearted. Digital Strategist, Consultant, Entrepreneur",2009-07-16 10:54:57,737,1114,7912,False,2021-04-19 16:43:06,"One more of thousand other reasons to trust #PfizerBioNTech among all others.

""Ugur Şahin is in it for the science… https://t.co/0c0hPejFgk",['PfizerBioNTech'],Twitter Web App,0,0,False
113,1338496766354681857,MimiMD83,"California, USA",Infectious Diseases MD,2019-10-25 05:28:25,101,281,6199,False,2020-12-14 14:51:11,"Per the CDC, persons with HIV and other immunocompromising conditions may still receive the COVID-19 vaccine unless… https://t.co/vjgKYxb8il",,Twitter for iPhone,1,2,False
4927,1355387950712803332,ETGovernment,,,2019-04-01 09:47:31,1559,556,510,False,2021-01-30 05:30:43,ETGovernment | AstraZeneca hit by Covid jab delays and disagreements #Vaccine #PfizerBiontech #Covid19… https://t.co/bSlz4AmLuf,"['Vaccine', 'PfizerBiontech', 'Covid19']",ETRetail.com,0,0,False
5986,1363963089926975490,niki-h,Wokingham,cancer warrior- campaign for MCAS EDS and POTS to raise awareness of these terrible conditions - always right,2017-08-24 12:41:58,58,198,1720,False,2021-02-22 21:25:16,@NIHRresearch Does it have PEG or ETHANOL in it as CEV daughter can’t have #PfizerBioNTech #Moderna… https://t.co/S30EChVdJY,"['PfizerBioNTech', 'Moderna']",Twitter for iPhone,0,0,False
2585,1347596790430720000,Dr. Achintya,"Sitamarhi, India","PRINCIPAL, DCE, Darbhanga [Formerly PRINCIPAL at MIT, Muzaffarpur, BCE, Bhagalpur and SIT, Sitamarhi]",2011-10-18 14:44:24,440,107,176,False,2021-01-08 17:31:26,"Everyone can get infection.
#Vaccination prepares the Body to fight the #Infection effectively.… https://t.co/TpHW3RzX9V","['Vaccination', 'Infection']",Twitter for Android,1,2,False
9108,1414628563643506693,OnExmoor: Retired Immunologist #Biotechnology 🇪🇺,Exmoor-Soon to be Stavanger ,"Retired Immunologist 😷
Leaving Exmoor in October for Stavanger .Will miss its Unique Wildlife-Landscape-Coastline

Interests#Kinesiology #Hiking #NTFC",2021-02-12 13:40:33,126,141,1759,False,2021-07-12 16:51:46,"#PfizerBiontech beware, the lawsuits that will follow will be colossal https://t.co/um9q6ttrRU",['PfizerBiontech'],Twitter Web App,0,0,False
7439,1377339151977115651,ObsidianGlobalFinancialArts,,📈Business & markets📉News,2021-02-16 22:39:45,1,17,3,False,2021-03-31 19:16:58,"Pfizer and BioNTech said their Covid-19 vaccine was 100% effective for adolescents between the ages of 12 and 15

#PfizerBioNTech",['PfizerBioNTech'],Twitter for Android,0,0,False
5331,1358698785338195969,Lord of Glencoe,Glencoe Wood SCO,,2018-11-04 11:57:30,10,20,127,False,2021-02-08 08:46:48,Oxford is working on it! Better late than never! #AstraZeneca confirmed current version has minimal effect on stopp… https://t.co/JEUxyZzb27,['AstraZeneca'],Twitter for iPad,0,0,False
7058,1372496669921660928,Carlo Sapiendante,,"For out of what we live and we believe, our lives become the stories that we weave -once on this island-

INSTAGRAM: @carlo.sp",2020-07-26 18:40:41,33,75,160,False,2021-03-18 10:34:40,"Done with my 2nd Dose of #pfizerbiontech Vaccine. 💉🏥

#RoadforaBetterandSaferWorld @ King Hamad University Hospital https://t.co/r7rfSrAtsJ","['pfizerbiontech', 'RoadforaBetterandSaferWorld']",Instagram,0,1,False
7832,1381793298004672515,Darshin👑,,Tamilian,2021-02-03 08:12:14,2,32,93,False,2021-04-13 02:16:09,"Done my 2nd Dose of 
#PfizerBioNTech",['PfizerBioNTech'],Twitter for Android,0,0,False
10693,1445973512724877313,BK,"London, Chinada ",Modern Slave & Comrade,2020-01-12 15:44:31,42,247,5198,False,2021-10-07 04:45:24,"#PfizerBioNTech the light SHALL NOT be overcome by darkness 
https://t.co/YROOIpdiqk",['PfizerBioNTech'],Twitter for Android,0,0,False
314,1339050065759936513,Juan Ayza,Mexico,Photographer and creative writer.,2010-02-17 15:19:58,236,253,33892,False,2020-12-16 03:29:48,"This mandated anthrax vaccine killed 35k US soldiers* and maimed  many more, at about 2% serious adverse reactions… https://t.co/rXdkhJWs5Y",,Twitter for iPhone,0,0,False
2505,1346770121264680960,Calamity Lyme,Absurdistantick ,"Science please! Vérité, honnêteté & sincérité guident mes tweets. Trolls & flouteurs de science, gardez vos piques. Ici ça tique!",2016-05-15 13:51:15,617,1368,18480,False,2021-01-06 10:46:33,"Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online 

#COVID19 #PfizerBioNTech  https://t.co/uadUAKo6wz","['COVID19', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
2314,1346517654887047168,India Hunt Truth,,"Views here my own, RT's made in personal capacity and are not necessarily endorsement.",2020-07-22 10:41:58,9,170,107,False,2021-01-05 18:03:20,"The deceased's father Abilo Acevedo told Portugese daily Correio da Manha: ""She was okay. She hadn't had any health… https://t.co/u5Q4pfmouk",,Twitter for Android,0,0,False
2856,1347865264302514179,ocean girl,Poole,love turtles and the amazing inspirational  people places and animals that keep this crazy world turning,2016-11-24 22:11:17,130,511,5389,False,2021-01-09 11:18:15,@wmarybeard My friends mum due to have 2nd  #PfizerCovidVaccine next week - now March 😞 -expecting same for my mum… https://t.co/yD0aIg3bzY,['PfizerCovidVaccine'],Twitter for iPhone,0,0,False
4046,1351661967166107653,Nima Rajan,,"National News Anchor @ The News Forum

All views are my own.",2020-01-09 17:03:29,46,196,80,False,2021-01-19 22:45:00,"As new more contagious variants of #COVID19 pop up around the world, could the virus soon be immune to #vaccines? W… https://t.co/oqbmnwP9b2","['COVID19', 'vaccines']",Twitter Web App,0,0,False
10479,1443426683051298818,MORITA,Nicaragua,De izquierda #Nicaragua 🔴⚫️,2019-02-22 02:53:13,13029,2457,22906,False,2021-09-30 04:05:13,"#Nicaragua || #news 🚨 

Our country will receive more vaccines 💉 against #COVID19 in October, including #Sinopharm… https://t.co/rj7nfsC18g","['Nicaragua', 'news', 'COVID19', 'Sinopharm']",Twitter for iPhone,4,16,False
6608,1368894961429647362,Mott Mason,,Politically adventurous. Freedom & Direct Democracy.,2017-10-13 12:20:47,1724,3589,74108,False,2021-03-08 12:02:46,"All the factual evidence that the vaccines may be
dangerous to health is there - if you choose to look.
In fact,… https://t.co/FVT5Dv6Cjs",,Twitter Web App,0,0,False
1981,1344499723990921216,حسن سجواني 🇦🇪 Hassan Sajwani,"Dubai, United Arab Emirates","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account",2011-12-08 17:40:27,96276,597,32956,True,2020-12-31 04:24:48,"Dubai Health Authority Director-General, H.E. Humaid Al Qutami received the first dose of the #PfizerBioNTech Covid… https://t.co/ir5X69sUAp",['PfizerBioNTech'],Twitter for iPhone,5,33,False
7684,1379646587538837504,Timothée B.Lacouture,Hong Kong,"From France 🇫🇷/Bordeaux🍷 & Hong Kong 香港 🇭🇰
Sailing Coach at HHYC 🐉",2019-08-11 17:22:24,6,133,211,False,2021-04-07 04:05:53,"2nd dose done!
About 30 mins waiting time until I got the jab at Hiu Kwong Street Sports Centre
#PfizerBiontech… https://t.co/HNs7cjELOJ",['PfizerBiontech'],Twitter for Android,1,14,False
9175,1417852282440458241,🌸🌺 Catherine 🌸🌺,"Montréal, Québec 🇨🇦","37 years old
Mom of 2 boys👬 (Nathan, 5 and Leo, 2) + fur mommy of Django 🐶
Backstreet Boys fan since 25 years 😍❤
Nick is my fave since the begining 💖💋",2021-05-22 01:33:12,72,105,1348,False,2021-07-21 14:21:41,Hey @nickcarter hope you're still doing fine after your #Moderna shot. I got my 2nd #PfizerBioNTech dose yesterday.… https://t.co/pZw7gcymRe,"['Moderna', 'PfizerBioNTech']",Twitter for Android,1,10,False
6842,1371028750083710978,H🎄M,Miskolc,gépészmérnök / Mech. Eng.👈🏼 + #MAGA,2013-09-27 21:08:32,1860,2217,4492,False,2021-03-14 09:21:41,"#PfizerBioNTech
Mission POSSIBLE: The Race for a Vaccine
https://t.co/XO0rFlYLxJ",['PfizerBioNTech'],Twitter for Android,0,0,False
2788,1347978427882729480,"Mohamed E. Salem, MD","LCI- Charlotte, NC",GI Medical Oncologist,2016-05-03 15:53:15,774,133,1892,False,2021-01-09 18:47:56,Did you develop #fever after taking the 2nd dose of the #COVID19Vaccination with #PfizerBioNTech #vaccine ?,"['fever', 'COVID19Vaccination', 'PfizerBioNTech', 'vaccine']",Twitter for iPhone,0,0,False
10746,1445024995168636928,Sandra,Germany,German - French;  SiFi Fan - #NonVaccHesitant,2012-12-07 12:42:10,48,511,5319,False,2021-10-04 13:56:20,"@MarkShropshire9 @Calijo805Jo @Fyodor32768 @StevePhillipsMD ...and I 100% trust ""German engeneering"" even if it is… https://t.co/SiWJlxJdNh",,Twitter Web App,0,1,False
6939,1371443259751477256,Dr. Trendy,Netherlands,"Nederlandse tweets, ik hou van trends, bestsellers, literatuur en fotografie. Verder ben ik ongevaarlijk, en enorm aardig. Als ik je was zou ik mij volgen.;)",2009-10-08 17:33:39,3553,4965,22748,False,2021-03-15 12:48:47,#COVID19 #vaccines #astrazenecavaccine #PfizerBiontech @Hugodejonge @markRutte @joeBiden Stop #BigPharma Genocide https://t.co/VPzCOwoZSm,"['COVID19', 'vaccines', 'astrazenecavaccine', 'PfizerBiontech', 'BigPharma']",Twitter Web App,1,2,False
8232,1393463788406517760,Muhammad Hassan Jan,Pakistan,Internal Medicine • Explorer,2021-03-06 10:10:47,7,84,64,False,2021-05-15 07:10:31,"antibody response though their T cell responses were more muted. 
Will await publication but this could have import… https://t.co/ESlbTQKlKY",,Twitter for iPhone,0,0,False
9731,1428019137847209984,Vickie Zisman,World,"Historian, day-job corp.comms expert. allergic 2 self-righteous hypocrites, universal moral preachers. incurable, politically incorrect, cynic.mad cat-lover.",2013-11-14 19:47:57,538,172,25630,False,2021-08-18 15:41:08,Then why push more of the same medication that doesn't work? What happens to your body when you jolt it every 5-6 m… https://t.co/IxWtsLmf5S,,Twitter Web App,0,0,False
1657,1345543702131974145,ʙɪɢ ᴡɪʟʟ🍁,"Toronto, Ontario",Radio Producer-#Toronto born-@LoyalistRADB Alum-Disgruntled sports fan/gambler-#Cannabis advocate✌#LeafsForever #BlueJays #WeTheNorth #BillsMafia #DieMannschaft,2009-02-16 19:00:11,4176,1114,180000,False,2021-01-03 01:33:12,"⛔ Hamilton PSW suffers rare, but severe reaction to #COVID19 vaccine

⛔ The PSW suffered seizures and for a “brief… https://t.co/ET0Y4gdoFB",['COVID19'],Twitter for Android,0,2,False
2220,1345549667438895104,Mark Woody,,Charge Nurse #CCU #NHS. #PPE #NCFC. Music. Wine. Politics. Art. Order may change. Socialist. Anti-fascist. Anti-racist. !No Pasaran!,2013-01-14 14:32:04,250,1572,3029,False,2021-01-03 01:56:54,"@martinmckee @JMPSimor I agree regarding the #AstraZeneca vaccine, which was studied beyond 21 days and, for which… https://t.co/THYuEWAC9Z",['AstraZeneca'],Twitter for iPhone,0,1,False
295,1337879732663160834,World Affairs,"San Francisco, CA","Insight, Action, Purpose.  RT ≠ endorsement.",2009-06-09 18:35:51,10187,3261,3211,True,2020-12-12 21:59:19,"New PODCAST: Vaccinating Our Way Out of the Pandemic
@larrybrilliant, @PeterHotez &amp; @RaySuarezNews discuss the… https://t.co/ZETygVRafP",,Twitter Web App,10,34,False
6768,1370096314919350275,Will O’Bryan 🇺🇸🇺🇳🏳️‍🌈,"Washington, D.C.","Ops Manager, @MetroNando /RLAH Real Estate @DCATravelersAid helper 🐝. Past: Metro Weekly, Washington Blade, Just Out. #avgeek Feminist. BLM. #KHive",2009-08-19 19:20:49,1995,4774,48763,False,2021-03-11 19:36:31,Filled w/ #gratitude for 1st shot today. Thank you @MayorBowser + #PfizerBioNTech + @Safeway + frontline workers! A… https://t.co/RhgdfMaAN5,"['gratitude', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
2339,1346466142441771008,Mags Sanders 💙,wigan UK,"**Clinical Outreach Inclusion Worker**

@wwl Wrightington , Wigan and Leigh NHS Foundation 

The postings on this site are my own personal opinion",2011-01-03 22:19:02,468,1060,5347,False,2021-01-05 14:38:39,"Had my Covid vaccine today, even with a phobia of needles it was easy! If you get an opportunity to have it please… https://t.co/7RQLFcTEMp",,Twitter for Android,2,27,False
9384,1420071437256245250,Sarah,"Glasgow, Scotland","Software engineer who likes coffee, wine, ridiculous reality tv and quizzing. She/her. Views are my own.",2009-01-27 18:39:13,195,867,1454,False,2021-07-27 17:19:48,2nd #vaccine? Completed it mate #PfizerVaccine #Pfizer #PfizerBioNTech,"['vaccine', 'PfizerVaccine', 'Pfizer', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
